dataset,pred_len,SeasonalNaive,NLinear,DLinear,PatchTST,iTransformer,CSLL2-backbone,CSLL2-phaseoff,CSLL2-static,CSLL2,CSLL2H
metr_la,12,0.4984062934382139,0.4528634263931019,0.44752866559770804,0.4445707587167784,0.4814712580468085,0.4531844707322413,0.42775174025520313,0.4372168314110734,0.4444464123486649,0.4401643757369778
metr_la,24,0.7737159718617479,0.6798570609071014,0.6500917867917452,,0.6996805868103393,0.6786871306434817,0.6315110023033704,0.6501045098985406,0.6536735256725615,0.6770857664198866
metr_la,48,1.1631953352819984,0.9752371507957545,0.8898954450123046,,0.9968777401157352,0.9688420799552734,0.905557219058755,0.9359067413440388,0.9263821194085802,0.971049731202736
metr_la,96,1.591647665556669,1.2859895447213783,1.1241155893712758,1.1999017954987654,1.2513653190240555,1.2752734213039902,1.2019406171742177,1.2328314192161436,1.2557678756834323,1.2732697758254903
pems_bay,12,0.42759939876141434,0.40525110874271036,0.3798934426348966,,0.27322798381403235,0.393029596631286,0.33216074597092576,0.34058389605157696,0.3248527089505089,0.3196430922597795
pems_bay,96,1.7961833453641047,1.3975062904069244,1.015473918634843,,0.6896052336975509,1.2445668454645558,0.9658284732018751,,1.0241606506627685,1.243372603260007
