dataset,pred_len,SeasonalNaive,VAR,NLinear,DLinear,PatchTST,iTransformer,CSLL2-backbone,CSLL2-phaseoff,CSLL2-static,CSLL2,CSLL2H
ili_japan,2,0.8027717718045613,2.0565030574798584,0.6789922288521458,0.7512965260021479,0.5884695799091134,0.6374974729719389,0.9248042271740994,0.8524186460982773,0.8251699225625049,0.7028826055896745,0.7352995830722088
ili_japan,4,1.7286248234761752,4.533152103424072,1.4432372880858193,1.069571577654637,1.2303088869608887,1.325013202363487,1.4850032851692427,1.452623609981049,1.4915116804275825,1.2865031902543607,1.3143026588451419
ili_japan,8,3.1821027662791694,5.784546375274658,2.396645459777511,1.361561150551933,2.1134463004568462,2.027911540327943,2.24285510256699,2.2180868378767733,2.2322116381405857,2.1364465703464597,2.139913132631978
ili_us_hhs,2,0.15565524040124354,0.14815878868103027,0.1448263846910917,0.15690968383071768,0.11669177764501328,0.1378591244037335,0.15748027104597825,0.14575295753968068,0.1432162782065889,0.12671182522406946,0.12968707308809982
ili_us_hhs,4,0.3036028341813521,0.2850092649459839,0.283810044573499,0.2824798026642242,0.20053348169698343,0.22348571876426795,0.2890596441376261,0.2624901408240909,0.2735366538489536,0.22262741270519437,0.23275719927502916
ili_us_hhs,8,0.6179648259480794,0.5485178232192993,0.5288956951565212,0.5023193957010905,0.3010189119974772,0.32554989115397137,0.5147944361368815,0.45947206581963435,0.49914559173583983,0.4084461415608724,0.4046266216701932
ili_us_state,2,0.31023406913891094,1.0176384449005127,0.33069856557236604,0.38921584271603393,0.26489329386045274,0.25164735889462225,0.35944583121988066,0.35378468670561314,0.3620720452431736,0.2995382840576055,0.3078828500789896
ili_us_state,4,0.5604061245459913,1.3404642343521118,0.5354125855837091,0.5856728232683756,0.41368187732578066,0.37202578724858604,0.5384473108650606,0.5329191669914293,0.5743899096707368,0.4601583747860009,0.46915085367652004
ili_us_state,8,1.1236302922621626,1.7528239488601685,1.0944651181007916,0.9741973036561943,0.6201327520786687,0.5563464655793817,0.8773282192565582,0.8694714345587666,0.8937979191151793,0.7827957551058895,0.7372549989721277
